0x0000 | 0b0000000000000 | 000 | minecraft:air                           | minecraft:air
0x07f9 | 0b0011111111001 | 127 | minecraft:cocoa                         | minecraft:cocoa[age=2,facing=west]
0x07fa | 0b0011111111010 | 127 | minecraft:cocoa                         | minecraft:cocoa[age=2,facing=north]
0x07fb | 0b0011111111011 | 127 | minecraft:cocoa                         | minecraft:cocoa[age=2,facing=east]
0x07fc | 0b0011111111100 | --- | --------------------------------------- | ---
0x07fd | 0b0011111111101 | --- | --------------------------------------- | ---
0x07fe | 0b0011111111110 | --- | --------------------------------------- | ---
0x07ff | 0b0011111111111 | --- | --------------------------------------- | ---
0x0800 | 0b0100000000000 | 128 | minecraft:sandstone_stairs              | minecraft:sandstone_stairs[facing=east,half=bottom,shape=outer_right]
0x0801 | 0b0100000000001 | 128 | minecraft:sandstone_stairs              | minecraft:sandstone_stairs[facing=west,half=bottom,shape=outer_right]
0x0802 | 0b0100000000010 | 128 | minecraft:sandstone_stairs              | minecraft:sandstone_stairs[facing=south,half=bottom,shape=outer_right]
0x0803 | 0b0100000000011 | 128 | minecraft:sandstone_stairs              | minecraft:sandstone_stairs[facing=north,half=bottom,shape=outer_right]
0x0804 | 0b0100000000100 | 128 | minecraft:sandstone_stairs              | minecraft:sandstone_stairs[facing=east,half=top,shape=outer_right]
0x0805 | 0b0100000000101 | 128 | minecraft:sandstone_stairs              | minecraft:sandstone_stairs[facing=west,half=top,shape=outer_right]
0x0806 | 0b0100000000110 | 128 | minecraft:sandstone_stairs              | minecraft:sandstone_stairs[facing=south,half=top,shape=outer_right]
0x0807 | 0b0100000000111 | 128 | minecraft:sandstone_stairs              | minecraft:sandstone_stairs[facing=north,half=top,shape=outer_right]
0x0808 | 0b0100000001000 | --- | --------------------------------------- | ---
0x0809 | 0b0100000001001 | --- | --------------------------------------- | ---
0x080a | 0b0100000001010 | --- | --------------------------------------- | ---
0x080b | 0b0100000001011 | --- | --------------------------------------- | ---
0x080c | 0b0100000001100 | --- | --------------------------------------- | ---
0x080d | 0b0100000001101 | --- | --------------------------------------- | ---
0x080e | 0b0100000001110 | --- | --------------------------------------- | ---
0x080f | 0b0100000001111 | --- | --------------------------------------- | ---
0x0810 | 0b0100000010000 | 129 | minecraft:emerald_ore                   | minecraft:emerald_ore
0x0811 | 0b0100000010001 | --- | --------------------------------------- | ---
0x0812 | 0b0100000010010 | --- | --------------------------------------- | ---
0x0813 | 0b0100000010011 | --- | --------------------------------------- | ---
0x0814 | 0b0100000010100 | --- | --------------------------------------- | ---
0x0815 | 0b0100000010101 | --- | --------------------------------------- | ---
0x0816 | 0b0100000010110 | --- | --------------------------------------- | ---
0x0817 | 0b0100000010111 | --- | --------------------------------------- | ---
0x0818 | 0b0100000011000 | --- | --------------------------------------- | ---
0x0819 | 0b0100000011001 | --- | --------------------------------------- | ---
0x081a | 0b0100000011010 | --- | --------------------------------------- | ---
0x081b | 0b0100000011011 | --- | --------------------------------------- | ---
0x081c | 0b0100000011100 | --- | --------------------------------------- | ---
0x081d | 0b0100000011101 | --- | --------------------------------------- | ---
0x081e | 0b0100000011110 | --- | --------------------------------------- | ---
0x081f | 0b0100000011111 | --- | --------------------------------------- | ---
0x0820 | 0b0100000100000 | --- | --------------------------------------- | ---
0x0821 | 0b0100000100001 | --- | --------------------------------------- | ---
0x0822 | 0b0100000100010 | 130 | minecraft:ender_chest                   | minecraft:ender_chest[facing=north]
0x0823 | 0b0100000100011 | 130 | minecraft:ender_chest                   | minecraft:ender_chest[facing=south]
0x0824 | 0b0100000100100 | 130 | minecraft:ender_chest                   | minecraft:ender_chest[facing=west]
0x0825 | 0b0100000100101 | 130 | minecraft:ender_chest                   | minecraft:ender_chest[facing=east]
0x0826 | 0b0100000100110 | --- | --------------------------------------- | ---
0x0827 | 0b0100000100111 | --- | --------------------------------------- | ---
0x0828 | 0b0100000101000 | --- | --------------------------------------- | ---
0x0829 | 0b0100000101001 | --- | --------------------------------------- | ---
0x082a | 0b0100000101010 | --- | --------------------------------------- | ---
0x082b | 0b0100000101011 | --- | --------------------------------------- | ---
0x082c | 0b0100000101100 | --- | --------------------------------------- | ---
0x082d | 0b0100000101101 | --- | --------------------------------------- | ---
0x082e | 0b0100000101110 | --- | --------------------------------------- | ---
0x082f | 0b0100000101111 | --- | --------------------------------------- | ---
0x0830 | 0b0100000110000 | 131 | minecraft:tripwire_hook                 | minecraft:tripwire_hook[attached=false,facing=south,powered=false]
0x0831 | 0b0100000110001 | 131 | minecraft:tripwire_hook                 | minecraft:tripwire_hook[attached=false,facing=west,powered=false]
0x0832 | 0b0100000110010 | 131 | minecraft:tripwire_hook                 | minecraft:tripwire_hook[attached=false,facing=north,powered=false]
0x0833 | 0b0100000110011 | 131 | minecraft:tripwire_hook                 | minecraft:tripwire_hook[attached=false,facing=east,powered=false]
0x0834 | 0b0100000110100 | 131 | minecraft:tripwire_hook                 | minecraft:tripwire_hook[attached=true,facing=south,powered=false]
0x0835 | 0b0100000110101 | 131 | minecraft:tripwire_hook                 | minecraft:tripwire_hook[attached=true,facing=west,powered=false]
0x0836 | 0b0100000110110 | 131 | minecraft:tripwire_hook                 | minecraft:tripwire_hook[attached=true,facing=north,powered=false]
0x0837 | 0b0100000110111 | 131 | minecraft:tripwire_hook                 | minecraft:tripwire_hook[attached=true,facing=east,powered=false]
0x0838 | 0b0100000111000 | 131 | minecraft:tripwire_hook                 | minecraft:tripwire_hook[attached=false,facing=south,powered=true]
0x0839 | 0b0100000111001 | 131 | minecraft:tripwire_hook                 | minecraft:tripwire_hook[attached=false,facing=west,powered=true]
0x083a | 0b0100000111010 | 131 | minecraft:tripwire_hook                 | minecraft:tripwire_hook[attached=false,facing=north,powered=true]
0x083b | 0b0100000111011 | 131 | minecraft:tripwire_hook                 | minecraft:tripwire_hook[attached=false,facing=east,powered=true]
0x083c | 0b0100000111100 | 131 | minecraft:tripwire_hook                 | minecraft:tripwire_hook[attached=true,facing=south,powered=true]
0x083d | 0b0100000111101 | 131 | minecraft:tripwire_hook                 | minecraft:tripwire_hook[attached=true,facing=west,powered=true]
0x083e | 0b0100000111110 | 131 | minecraft:tripwire_hook                 | minecraft:tripwire_hook[attached=true,facing=north,powered=true]
0x083f | 0b0100000111111 | 131 | minecraft:tripwire_hook                 | minecraft:tripwire_hook[attached=true,facing=east,powered=true]
0x0840 | 0b0100001000000 | 132 | minecraft:tripwire                      | minecraft:tripwire[attached=false,disarmed=false,east=false,north=false,powered=false,south=false,west=false]
0x0841 | 0b0100001000001 | 132 | minecraft:tripwire                      | minecraft:tripwire[attached=false,disarmed=false,east=false,north=false,powered=true,south=false,west=false]
0x0842 | 0b0100001000010 | 132 | minecraft:tripwire                      | minecraft:tripwire[attached=false,disarmed=false,east=false,north=false,powered=false,south=false,west=false]
0x0843 | 0b0100001000011 | 132 | minecraft:tripwire                      | minecraft:tripwire[attached=false,disarmed=false,east=false,north=false,powered=true,south=false,west=false]
0x0844 | 0b0100001000100 | 132 | minecraft:tripwire                      | minecraft:tripwire[attached=true,disarmed=false,east=false,north=false,powered=false,south=false,west=false]
0x0845 | 0b0100001000101 | 132 | minecraft:tripwire                      | minecraft:tripwire[attached=true,disarmed=false,east=false,north=false,powered=true,south=false,west=false]
0x0846 | 0b0100001000110 | 132 | minecraft:tripwire                      | minecraft:tripwire[attached=true,disarmed=false,east=false,north=false,powered=false,south=false,west=false]
0x0847 | 0b0100001000111 | 132 | minecraft:tripwire                      | minecraft:tripwire[attached=true,disarmed=false,east=false,north=false,powered=true,south=false,west=false]
0x0848 | 0b0100001001000 | 132 | minecraft:tripwire                      | minecraft:tripwire[attached=false,disarmed=true,east=false,north=false,powered=false,south=false,west=false]
0x0849 | 0b0100001001001 | 132 | minecraft:tripwire                      | minecraft:tripwire[attached=false,disarmed=true,east=false,north=false,powered=true,south=false,west=false]
0x084a | 0b0100001001010 | 132 | minecraft:tripwire                      | minecraft:tripwire[attached=false,disarmed=true,east=false,north=false,powered=false,south=false,west=false]
0x084b | 0b0100001001011 | 132 | minecraft:tripwire                      | minecraft:tripwire[attached=false,disarmed=true,east=false,north=false,powered=true,south=false,west=false]
0x084c | 0b0100001001100 | 132 | minecraft:tripwire                      | minecraft:tripwire[attached=true,disarmed=true,east=false,north=false,powered=false,south=false,west=false]
0x084d | 0b0100001001101 | 132 | minecraft:tripwire                      | minecraft:tripwire[attached=true,disarmed=true,east=false,north=false,powered=true,south=false,west=false]
0x084e | 0b0100001001110 | 132 | minecraft:tripwire                      | minecraft:tripwire[attached=true,disarmed=true,east=false,north=false,powered=false,south=false,west=false]
0x084f | 0b0100001001111 | --- | --------------------------------------- | ---
0x0850 | 0b0100001010000 | 133 | minecraft:emerald_block                 | minecraft:emerald_block
0x0851 | 0b0100001010001 | --- | --------------------------------------- | ---
0x0852 | 0b0100001010010 | --- | --------------------------------------- | ---
0x0853 | 0b0100001010011 | --- | --------------------------------------- | ---
0x0854 | 0b0100001010100 | --- | --------------------------------------- | ---
0x0855 | 0b0100001010101 | --- | --------------------------------------- | ---
0x0856 | 0b0100001010110 | --- | --------------------------------------- | ---
0x0857 | 0b0100001010111 | --- | --------------------------------------- | ---
0x0858 | 0b0100001011000 | --- | --------------------------------------- | ---
0x0859 | 0b0100001011001 | --- | --------------------------------------- | ---
0x085a | 0b0100001011010 | --- | --------------------------------------- | ---
0x085b | 0b0100001011011 | --- | --------------------------------------- | ---
0x085c | 0b0100001011100 | --- | --------------------------------------- | ---
0x085d | 0b0100001011101 | --- | --------------------------------------- | ---
0x085e | 0b0100001011110 | --- | --------------------------------------- | ---
0x085f | 0b0100001011111 | --- | --------------------------------------- | ---
0x0860 | 0b0100001100000 | 134 | minecraft:spruce_stairs                 | minecraft:spruce_stairs[facing=east,half=bottom,shape=outer_right]
0x0861 | 0b0100001100001 | 134 | minecraft:spruce_stairs                 | minecraft:spruce_stairs[facing=west,half=bottom,shape=outer_right]
0x0862 | 0b0100001100010 | 134 | minecraft:spruce_stairs                 | minecraft:spruce_stairs[facing=south,half=bottom,shape=outer_right]
0x0863 | 0b0100001100011 | 134 | minecraft:spruce_stairs                 | minecraft:spruce_stairs[facing=north,half=bottom,shape=outer_right]
0x0864 | 0b0100001100100 | 134 | minecraft:spruce_stairs                 | minecraft:spruce_stairs[facing=east,half=top,shape=outer_right]
0x0865 | 0b0100001100101 | 134 | minecraft:spruce_stairs                 | minecraft:spruce_stairs[facing=west,half=top,shape=outer_right]
